CourseID,CourseName,CourseCategory,CourseLevel,TeacherID,TeacherName,CourseRating,Enrollments,Revenue
CR00002,Java Programming,Programming,Intermediate,TC00025,Justin Pham,2.43,1,0.0
CR00002,Java Programming,Programming,Intermediate,TC00026,Patrick Wilson,2.43,2,0.0
CR00002,Java Programming,Programming,Intermediate,TC00028,Timothy Bailey,2.43,3,0.0
CR00002,Java Programming,Programming,Intermediate,TC00039,Elizabeth Bishop,2.43,1,0.0
CR00002,Java Programming,Programming,Intermediate,TC00040,Kimberly Miller,2.43,47,0.0
CR00002,Java Programming,Programming,Intermediate,TC00042,Yolanda Levine,2.43,51,0.0
CR00002,Java Programming,Programming,Intermediate,TC00044,Barbara Maynard,2.43,1,0.0
CR00002,Java Programming,Programming,Intermediate,TC00045,Emily Gutierrez,2.43,3,0.0
CR00002,Java Programming,Programming,Intermediate,TC00047,Brad Griffin,2.43,4,0.0
CR00002,Java Programming,Programming,Intermediate,TC00048,Theresa Gonzalez,2.43,1,0.0
CR00002,Java Programming,Programming,Intermediate,TC00049,Valerie Wiley,2.43,1,0.0
CR00002,Java Programming,Programming,Intermediate,TC00050,Alexander Williams,2.43,1,0.0
CR00002,Java Programming,Programming,Intermediate,TC00052,Susan Johnson,2.43,1,0.0
CR00002,Java Programming,Programming,Intermediate,TC00056,Alexis Everett,2.43,24,0.0
CR00003,C++ for Beginners,Programming,Beginner,TC00003,Amber Torres,3.85,2,0.0
CR00003,C++ for Beginners,Programming,Beginner,TC00005,David Williams,3.85,1,0.0
CR00003,C++ for Beginners,Programming,Beginner,TC00006,Rebecca Webb,3.85,3,0.0
CR00003,C++ for Beginners,Programming,Beginner,TC00009,Alexander Tucker,3.85,1,0.0
CR00003,C++ for Beginners,Programming,Beginner,TC00010,Frances Sanchez,3.85,2,0.0
CR00003,C++ for Beginners,Programming,Beginner,TC00014,Susan Randolph,3.85,1,0.0
CR00003,C++ for Beginners,Programming,Beginner,TC00015,John Armstrong,3.85,1,0.0
CR00003,C++ for Beginners,Programming,Beginner,TC00016,David Carlson,3.85,1,0.0
CR00003,C++ for Beginners,Programming,Beginner,TC00017,Brian Perez,3.85,2,0.0
CR00003,C++ for Beginners,Programming,Beginner,TC00019,Tommy Haynes,3.85,1,0.0
CR00003,C++ for Beginners,Programming,Beginner,TC00022,John Holmes,3.85,2,0.0
CR00003,C++ for Beginners,Programming,Beginner,TC00023,Robert Mack,3.85,2,0.0
CR00003,C++ for Beginners,Programming,Beginner,TC00025,Justin Pham,3.85,1,0.0
CR00003,C++ for Beginners,Programming,Beginner,TC00028,Timothy Bailey,3.85,1,0.0
CR00003,C++ for Beginners,Programming,Beginner,TC00031,Brenda Mercer,3.85,1,0.0
CR00003,C++ for Beginners,Programming,Beginner,TC00034,Brandon Dawson,3.85,1,0.0
CR00003,C++ for Beginners,Programming,Beginner,TC00035,Sharon Jackson,3.85,3,0.0
CR00003,C++ for Beginners,Programming,Beginner,TC00036,Brenda Mclean,3.85,2,0.0
CR00003,C++ for Beginners,Programming,Beginner,TC00038,Jeffrey Clark,3.85,3,0.0
CR00003,C++ for Beginners,Programming,Beginner,TC00039,Elizabeth Bishop,3.85,1,0.0
CR00003,C++ for Beginners,Programming,Beginner,TC00040,Kimberly Miller,3.8500000000000005,69,0.0
CR00003,C++ for Beginners,Programming,Beginner,TC00042,Yolanda Levine,3.85,39,0.0
CR00003,C++ for Beginners,Programming,Beginner,TC00044,Barbara Maynard,3.85,3,0.0
CR00003,C++ for Beginners,Programming,Beginner,TC00047,Brad Griffin,3.85,2,0.0
CR00003,C++ for Beginners,Programming,Beginner,TC00051,John Obrien,3.85,3,0.0
CR00003,C++ for Beginners,Programming,Beginner,TC00052,Susan Johnson,3.85,1,0.0
CR00003,C++ for Beginners,Programming,Beginner,TC00056,Alexis Everett,3.85,24,0.0
CR00004,Advanced Python,Programming,Beginner,TC00003,Amber Torres,2.88,1,0.0
CR00004,Advanced Python,Programming,Beginner,TC00006,Rebecca Webb,2.88,1,0.0
CR00004,Advanced Python,Programming,Beginner,TC00009,Alexander Tucker,2.8800000000000003,6,0.0
CR00004,Advanced Python,Programming,Beginner,TC00010,Frances Sanchez,2.88,2,0.0
CR00004,Advanced Python,Programming,Beginner,TC00013,Brian Carrillo,2.88,1,0.0
CR00004,Advanced Python,Programming,Beginner,TC00015,John Armstrong,2.88,1,0.0
CR00004,Advanced Python,Programming,Beginner,TC00016,David Carlson,2.88,1,0.0
CR00004,Advanced Python,Programming,Beginner,TC00017,Brian Perez,2.88,4,0.0
CR00004,Advanced Python,Programming,Beginner,TC00019,Tommy Haynes,2.88,2,0.0
CR00004,Advanced Python,Programming,Beginner,TC00022,John Holmes,2.88,1,0.0
CR00004,Advanced Python,Programming,Beginner,TC00023,Robert Mack,2.88,1,0.0
CR00004,Advanced Python,Programming,Beginner,TC00026,Patrick Wilson,2.88,1,0.0
CR00004,Advanced Python,Programming,Beginner,TC00028,Timothy Bailey,2.88,1,0.0
CR00004,Advanced Python,Programming,Beginner,TC00029,David Webb,2.88,1,0.0
CR00004,Advanced Python,Programming,Beginner,TC00030,David Aguirre,2.88,1,0.0
CR00004,Advanced Python,Programming,Beginner,TC00032,James Holder,2.88,1,0.0
CR00004,Advanced Python,Programming,Beginner,TC00036,Brenda Mclean,2.88,1,0.0
CR00004,Advanced Python,Programming,Beginner,TC00038,Jeffrey Clark,2.88,2,0.0
CR00004,Advanced Python,Programming,Beginner,TC00039,Elizabeth Bishop,2.8800000000000003,3,0.0
CR00004,Advanced Python,Programming,Beginner,TC00040,Kimberly Miller,2.88,47,0.0
CR00004,Advanced Python,Programming,Beginner,TC00042,Yolanda Levine,2.88,45,0.0
CR00004,Advanced Python,Programming,Beginner,TC00043,John Williams,2.88,1,0.0
CR00004,Advanced Python,Programming,Beginner,TC00045,Emily Gutierrez,2.88,1,0.0
CR00004,Advanced Python,Programming,Beginner,TC00050,Alexander Williams,2.88,1,0.0
CR00004,Advanced Python,Programming,Beginner,TC00051,John Obrien,2.88,1,0.0
CR00004,Advanced Python,Programming,Beginner,TC00056,Alexis Everett,2.88,25,0.0
CR00004,Advanced Python,Programming,Beginner,TC00060,Benjamin Gray,2.88,1,0.0
CR00005,Full Stack Development,Programming,Beginner,TC00001,Leonard Montgomery,1.28,1,0.0
CR00005,Full Stack Development,Programming,Beginner,TC00003,Amber Torres,1.28,3,0.0
CR00005,Full Stack Development,Programming,Beginner,TC00005,David Williams,1.28,3,0.0
CR00005,Full Stack Development,Programming,Beginner,TC00009,Alexander Tucker,1.28,1,0.0
CR00005,Full Stack Development,Programming,Beginner,TC00010,Frances Sanchez,1.28,1,0.0
CR00005,Full Stack Development,Programming,Beginner,TC00014,Susan Randolph,1.28,1,0.0
CR00005,Full Stack Development,Programming,Beginner,TC00015,John Armstrong,1.28,2,0.0
CR00005,Full Stack Development,Programming,Beginner,TC00016,David Carlson,1.28,3,0.0
CR00005,Full Stack Development,Programming,Beginner,TC00022,John Holmes,1.28,1,0.0
CR00005,Full Stack Development,Programming,Beginner,TC00023,Robert Mack,1.28,1,0.0
CR00005,Full Stack Development,Programming,Beginner,TC00025,Justin Pham,1.28,2,0.0
CR00005,Full Stack Development,Programming,Beginner,TC00028,Timothy Bailey,1.28,1,0.0
CR00005,Full Stack Development,Programming,Beginner,TC00029,David Webb,1.28,3,0.0
CR00005,Full Stack Development,Programming,Beginner,TC00030,David Aguirre,1.28,1,0.0
CR00005,Full Stack Development,Programming,Beginner,TC00031,Brenda Mercer,1.28,1,0.0
CR00005,Full Stack Development,Programming,Beginner,TC00032,James Holder,1.28,1,0.0
CR00005,Full Stack Development,Programming,Beginner,TC00036,Brenda Mclean,1.28,2,0.0
CR00005,Full Stack Development,Programming,Beginner,TC00038,Jeffrey Clark,1.28,1,0.0
CR00005,Full Stack Development,Programming,Beginner,TC00040,Kimberly Miller,1.28,52,0.0
CR00005,Full Stack Development,Programming,Beginner,TC00042,Yolanda Levine,1.28,47,0.0
CR00005,Full Stack Development,Programming,Beginner,TC00043,John Williams,1.28,3,0.0
CR00005,Full Stack Development,Programming,Beginner,TC00044,Barbara Maynard,1.28,1,0.0
CR00005,Full Stack Development,Programming,Beginner,TC00045,Emily Gutierrez,1.28,1,0.0
CR00005,Full Stack Development,Programming,Beginner,TC00049,Valerie Wiley,1.28,1,0.0
CR00005,Full Stack Development,Programming,Beginner,TC00051,John Obrien,1.28,2,0.0
CR00005,Full Stack Development,Programming,Beginner,TC00052,Susan Johnson,1.28,2,0.0
CR00005,Full Stack Development,Programming,Beginner,TC00056,Alexis Everett,1.28,25,0.0
CR00005,Full Stack Development,Programming,Beginner,TC00057,Brittany Scott,1.28,2,0.0
CR00005,Full Stack Development,Programming,Beginner,TC00060,Benjamin Gray,1.28,1,0.0
CR00006,Graphic Design Basics,Design,Advanced,TC00001,Leonard Montgomery,2.72,1,276.37
CR00006,Graphic Design Basics,Design,Advanced,TC00003,Amber Torres,2.72,7,1934.5900000000001
CR00006,Graphic Design Basics,Design,Advanced,TC00005,David Williams,2.72,1,276.37
CR00006,Graphic Design Basics,Design,Advanced,TC00019,Tommy Haynes,2.72,2,552.74
CR00006,Graphic Design Basics,Design,Advanced,TC00029,David Webb,2.72,1,276.37
CR00006,Graphic Design Basics,Design,Advanced,TC00032,James Holder,2.72,1,276.37
CR00006,Graphic Design Basics,Design,Advanced,TC00033,Wesley Garcia,2.7200000000000006,27,7461.99
CR00006,Graphic Design Basics,Design,Advanced,TC00035,Sharon Jackson,2.72,2,552.74
CR00006,Graphic Design Basics,Design,Advanced,TC00040,Kimberly Miller,2.72,43,11883.91
CR00006,Graphic Design Basics,Design,Advanced,TC00042,Yolanda Levine,2.7199999999999998,52,14371.24
CR00006,Graphic Design Basics,Design,Advanced,TC00047,Brad Griffin,2.72,9,2487.33
CR00006,Graphic Design Basics,Design,Advanced,TC00049,Valerie Wiley,2.72,1,276.37
CR00006,Graphic Design Basics,Design,Advanced,TC00051,John Obrien,2.72,4,1105.48
CR00006,Graphic Design Basics,Design,Advanced,TC00052,Susan Johnson,2.72,3,829.11
CR00006,Graphic Design Basics,Design,Advanced,TC00057,Brittany Scott,2.72,2,552.74
CR00007,UI/UX Design,Design,Advanced,TC00003,Amber Torres,2.61,19,0.0
CR00007,UI/UX Design,Design,Advanced,TC00005,David Williams,2.61,1,0.0
CR00007,UI/UX Design,Design,Advanced,TC00006,Rebecca Webb,2.61,2,0.0
CR00007,UI/UX Design,Design,Advanced,TC00013,Brian Carrillo,2.61,2,0.0
CR00007,UI/UX Design,Design,Advanced,TC00015,John Armstrong,2.61,2,0.0
CR00007,UI/UX Design,Design,Advanced,TC00019,Tommy Haynes,2.61,1,0.0
CR00007,UI/UX Design,Design,Advanced,TC00029,David Webb,2.61,1,0.0
CR00007,UI/UX Design,Design,Advanced,TC00030,David Aguirre,2.61,2,0.0
CR00007,UI/UX Design,Design,Advanced,TC00033,Wesley Garcia,2.61,26,0.0
CR00007,UI/UX Design,Design,Advanced,TC00035,Sharon Jackson,2.61,1,0.0
CR00007,UI/UX Design,Design,Advanced,TC00039,Elizabeth Bishop,2.61,1,0.0
CR00007,UI/UX Design,Design,Advanced,TC00040,Kimberly Miller,2.61,52,0.0
CR00007,UI/UX Design,Design,Advanced,TC00042,Yolanda Levine,2.61,51,0.0
CR00007,UI/UX Design,Design,Advanced,TC00047,Brad Griffin,2.61,8,0.0
CR00007,UI/UX Design,Design,Advanced,TC00051,John Obrien,2.61,8,0.0
CR00007,UI/UX Design,Design,Advanced,TC00057,Brittany Scott,2.61,1,0.0
CR00008,Photoshop Mastery,Design,Advanced,TC00003,Amber Torres,1.52,4,0.0
CR00008,Photoshop Mastery,Design,Advanced,TC00006,Rebecca Webb,1.52,1,0.0
CR00008,Photoshop Mastery,Design,Advanced,TC00013,Brian Carrillo,1.52,2,0.0
CR00008,Photoshop Mastery,Design,Advanced,TC00015,John Armstrong,1.52,1,0.0
CR00008,Photoshop Mastery,Design,Advanced,TC00020,Tara Reynolds,1.52,1,0.0
CR00008,Photoshop Mastery,Design,Advanced,TC00033,Wesley Garcia,1.52,21,0.0
CR00008,Photoshop Mastery,Design,Advanced,TC00039,Elizabeth Bishop,1.52,1,0.0
CR00008,Photoshop Mastery,Design,Advanced,TC00040,Kimberly Miller,1.52,45,0.0
CR00008,Photoshop Mastery,Design,Advanced,TC00042,Yolanda Levine,1.52,51,0.0
CR00008,Photoshop Mastery,Design,Advanced,TC00047,Brad Griffin,1.52,13,0.0
CR00008,Photoshop Mastery,Design,Advanced,TC00048,Theresa Gonzalez,1.52,1,0.0
CR00008,Photoshop Mastery,Design,Advanced,TC00050,Alexander Williams,1.52,1,0.0
CR00008,Photoshop Mastery,Design,Advanced,TC00051,John Obrien,1.52,14,0.0
CR00008,Photoshop Mastery,Design,Advanced,TC00057,Brittany Scott,1.52,1,0.0
CR00008,Photoshop Mastery,Design,Advanced,TC00060,Benjamin Gray,1.52,1,0.0
CR00009,Web Design Fundamentals,Design,Beginner,TC00001,Leonard Montgomery,4.51,1,0.0
CR00009,Web Design Fundamentals,Design,Beginner,TC00003,Amber Torres,4.51,6,0.0
CR00009,Web Design Fundamentals,Design,Beginner,TC00005,David Williams,4.51,1,0.0
CR00009,Web Design Fundamentals,Design,Beginner,TC00013,Brian Carrillo,4.51,1,0.0
CR00009,Web Design Fundamentals,Design,Beginner,TC00019,Tommy Haynes,4.51,1,0.0
CR00009,Web Design Fundamentals,Design,Beginner,TC00020,Tara Reynolds,4.51,2,0.0
CR00009,Web Design Fundamentals,Design,Beginner,TC00029,David Webb,4.51,2,0.0
CR00009,Web Design Fundamentals,Design,Beginner,TC00030,David Aguirre,4.51,2,0.0
CR00009,Web Design Fundamentals,Design,Beginner,TC00032,James Holder,4.51,2,0.0
CR00009,Web Design Fundamentals,Design,Beginner,TC00033,Wesley Garcia,4.51,29,0.0
CR00009,Web Design Fundamentals,Design,Beginner,TC00040,Kimberly Miller,4.51,38,0.0
CR00009,Web Design Fundamentals,Design,Beginner,TC00042,Yolanda Levine,4.51,44,0.0
CR00009,Web Design Fundamentals,Design,Beginner,TC00047,Brad Griffin,4.51,12,0.0
CR00009,Web Design Fundamentals,Design,Beginner,TC00048,Theresa Gonzalez,4.51,1,0.0
CR00009,Web Design Fundamentals,Design,Beginner,TC00049,Valerie Wiley,4.51,1,0.0
CR00009,Web Design Fundamentals,Design,Beginner,TC00051,John Obrien,4.51,8,0.0
CR00009,Web Design Fundamentals,Design,Beginner,TC00052,Susan Johnson,4.51,1,0.0
CR00009,Web Design Fundamentals,Design,Beginner,TC00057,Brittany Scott,4.51,2,0.0
CR00009,Web Design Fundamentals,Design,Beginner,TC00060,Benjamin Gray,4.51,1,0.0
CR00010,3D Modeling,Design,Advanced,TC00001,Leonard Montgomery,4.45,1,0.0
CR00010,3D Modeling,Design,Advanced,TC00003,Amber Torres,4.45,7,0.0
CR00010,3D Modeling,Design,Advanced,TC00005,David Williams,4.45,1,0.0
CR00010,3D Modeling,Design,Advanced,TC00013,Brian Carrillo,4.45,1,0.0
CR00010,3D Modeling,Design,Advanced,TC00015,John Armstrong,4.45,2,0.0
CR00010,3D Modeling,Design,Advanced,TC00029,David Webb,4.45,1,0.0
CR00010,3D Modeling,Design,Advanced,TC00030,David Aguirre,4.45,1,0.0
CR00010,3D Modeling,Design,Advanced,TC00032,James Holder,4.45,1,0.0
CR00010,3D Modeling,Design,Advanced,TC00033,Wesley Garcia,4.45,28,0.0
CR00010,3D Modeling,Design,Advanced,TC00035,Sharon Jackson,4.45,2,0.0
CR00010,3D Modeling,Design,Advanced,TC00039,Elizabeth Bishop,4.45,2,0.0
CR00010,3D Modeling,Design,Advanced,TC00040,Kimberly Miller,4.45,52,0.0
CR00010,3D Modeling,Design,Advanced,TC00042,Yolanda Levine,4.45,52,0.0
CR00010,3D Modeling,Design,Advanced,TC00047,Brad Griffin,4.45,7,0.0
CR00010,3D Modeling,Design,Advanced,TC00048,Theresa Gonzalez,4.45,2,0.0
CR00010,3D Modeling,Design,Advanced,TC00051,John Obrien,4.45,16,0.0
CR00010,3D Modeling,Design,Advanced,TC00052,Susan Johnson,4.45,3,0.0
CR00010,3D Modeling,Design,Advanced,TC00060,Benjamin Gray,4.45,1,0.0
CR00011,Entrepreneurship 101,Business,Intermediate,TC00002,Jill Day,2.69,1,326.02
CR00011,Entrepreneurship 101,Business,Intermediate,TC00004,Kristi Scott,2.69,1,326.02
CR00011,Entrepreneurship 101,Business,Intermediate,TC00007,Angela Beard,2.69,2,652.04
CR00011,Entrepreneurship 101,Business,Intermediate,TC00011,Carol Edwards,2.69,1,326.02
CR00011,Entrepreneurship 101,Business,Intermediate,TC00021,Adam Holmes,2.69,1,326.02
CR00011,Entrepreneurship 101,Business,Intermediate,TC00024,Michael Kim,2.69,1,326.02
CR00011,Entrepreneurship 101,Business,Intermediate,TC00028,Timothy Bailey,2.69,24,7824.48
CR00011,Entrepreneurship 101,Business,Intermediate,TC00033,Wesley Garcia,2.69,4,1304.08
CR00011,Entrepreneurship 101,Business,Intermediate,TC00037,Debra Escobar,2.69,1,326.02
CR00011,Entrepreneurship 101,Business,Intermediate,TC00040,Kimberly Miller,2.69,51,16627.02
CR00011,Entrepreneurship 101,Business,Intermediate,TC00041,Kevin Simpson,2.69,1,326.02
CR00011,Entrepreneurship 101,Business,Intermediate,TC00042,Yolanda Levine,2.69,41,13366.82
CR00011,Entrepreneurship 101,Business,Intermediate,TC00052,Susan Johnson,2.69,14,4564.28
CR00011,Entrepreneurship 101,Business,Intermediate,TC00053,Aaron Kirby,2.69,4,1304.08
CR00011,Entrepreneurship 101,Business,Intermediate,TC00058,Andrew Anderson,2.69,2,652.04
CR00011,Entrepreneurship 101,Business,Intermediate,TC00059,Noah Stewart,2.69,2,652.04
CR00012,Business Strategy,Business,Advanced,TC00007,Angela Beard,3.64,3,1463.76
CR00012,Business Strategy,Business,Advanced,TC00008,Steven Walker,3.64,3,1463.76
CR00012,Business Strategy,Business,Advanced,TC00012,Christopher Nelson,3.64,2,975.84
CR00012,Business Strategy,Business,Advanced,TC00018,Kari Pierce,3.64,2,975.84
CR00012,Business Strategy,Business,Advanced,TC00021,Adam Holmes,3.64,1,487.92
CR00012,Business Strategy,Business,Advanced,TC00028,Timothy Bailey,3.64,30,14637.6
CR00012,Business Strategy,Business,Advanced,TC00033,Wesley Garcia,3.64,1,487.92
CR00012,Business Strategy,Business,Advanced,TC00037,Debra Escobar,3.64,1,487.92
CR00012,Business Strategy,Business,Advanced,TC00040,Kimberly Miller,3.64,45,21956.4
CR00012,Business Strategy,Business,Advanced,TC00042,Yolanda Levine,3.64,58,28299.36
CR00012,Business Strategy,Business,Advanced,TC00046,Brent Walters,3.64,1,487.92
CR00012,Business Strategy,Business,Advanced,TC00052,Susan Johnson,3.64,16,7806.72
CR00012,Business Strategy,Business,Advanced,TC00053,Aaron Kirby,3.64,2,975.84
CR00012,Business Strategy,Business,Advanced,TC00054,Shelby Patrick,3.64,1,487.92
CR00012,Business Strategy,Business,Advanced,TC00055,Alison Wilson,3.64,1,487.92
CR00012,Business Strategy,Business,Advanced,TC00056,Alexis Everett,3.64,1,487.92
CR00012,Business Strategy,Business,Advanced,TC00058,Andrew Anderson,3.64,4,1951.68
CR00012,Business Strategy,Business,Advanced,TC00059,Noah Stewart,3.64,1,487.92
CR00013,Finance for Startups,Business,Advanced,TC00002,Jill Day,2.0,3,0.0
CR00013,Finance for Startups,Business,Advanced,TC00004,Kristi Scott,2.0,4,0.0
CR00013,Finance for Startups,Business,Advanced,TC00007,Angela Beard,2.0,1,0.0
CR00013,Finance for Startups,Business,Advanced,TC00008,Steven Walker,2.0,2,0.0
CR00013,Finance for Startups,Business,Advanced,TC00011,Carol Edwards,2.0,1,0.0
CR00013,Finance for Startups,Business,Advanced,TC00012,Christopher Nelson,2.0,1,0.0
CR00013,Finance for Startups,Business,Advanced,TC00018,Kari Pierce,2.0,1,0.0
CR00013,Finance for Startups,Business,Advanced,TC00021,Adam Holmes,2.0,1,0.0
CR00013,Finance for Startups,Business,Advanced,TC00024,Michael Kim,2.0,1,0.0
CR00013,Finance for Startups,Business,Advanced,TC00028,Timothy Bailey,2.0,30,0.0
CR00013,Finance for Startups,Business,Advanced,TC00037,Debra Escobar,2.0,2,0.0
CR00013,Finance for Startups,Business,Advanced,TC00040,Kimberly Miller,2.0,51,0.0
CR00013,Finance for Startups,Business,Advanced,TC00042,Yolanda Levine,2.0,47,0.0
CR00013,Finance for Startups,Business,Advanced,TC00046,Brent Walters,2.0,1,0.0
CR00013,Finance for Startups,Business,Advanced,TC00052,Susan Johnson,2.0,17,0.0
CR00013,Finance for Startups,Business,Advanced,TC00054,Shelby Patrick,2.0,2,0.0
CR00013,Finance for Startups,Business,Advanced,TC00055,Alison Wilson,2.0,1,0.0
CR00013,Finance for Startups,Business,Advanced,TC00056,Alexis Everett,2.0,1,0.0
CR00013,Finance for Startups,Business,Advanced,TC00058,Andrew Anderson,2.0,1,0.0
CR00013,Finance for Startups,Business,Advanced,TC00059,Noah Stewart,2.0,2,0.0
CR00014,Sales Mastery,Business,Advanced,TC00002,Jill Day,3.15,1,0.0
CR00014,Sales Mastery,Business,Advanced,TC00007,Angela Beard,3.15,1,0.0
CR00014,Sales Mastery,Business,Advanced,TC00008,Steven Walker,3.15,3,0.0
CR00014,Sales Mastery,Business,Advanced,TC00011,Carol Edwards,3.15,3,0.0
CR00014,Sales Mastery,Business,Advanced,TC00012,Christopher Nelson,3.15,1,0.0
CR00014,Sales Mastery,Business,Advanced,TC00021,Adam Holmes,3.15,1,0.0
CR00014,Sales Mastery,Business,Advanced,TC00024,Michael Kim,3.15,2,0.0
CR00014,Sales Mastery,Business,Advanced,TC00028,Timothy Bailey,3.15,34,0.0
CR00014,Sales Mastery,Business,Advanced,TC00037,Debra Escobar,3.15,1,0.0
CR00014,Sales Mastery,Business,Advanced,TC00040,Kimberly Miller,3.15,54,0.0
CR00014,Sales Mastery,Business,Advanced,TC00041,Kevin Simpson,3.15,3,0.0
CR00014,Sales Mastery,Business,Advanced,TC00042,Yolanda Levine,3.15,43,0.0
CR00014,Sales Mastery,Business,Advanced,TC00046,Brent Walters,3.15,1,0.0
CR00014,Sales Mastery,Business,Advanced,TC00052,Susan Johnson,3.15,17,0.0
CR00014,Sales Mastery,Business,Advanced,TC00053,Aaron Kirby,3.15,2,0.0
CR00014,Sales Mastery,Business,Advanced,TC00054,Shelby Patrick,3.15,1,0.0
CR00014,Sales Mastery,Business,Advanced,TC00058,Andrew Anderson,3.15,1,0.0
CR00014,Sales Mastery,Business,Advanced,TC00059,Noah Stewart,3.15,2,0.0
CR00015,Leadership Essentials,Business,Beginner,TC00002,Jill Day,1.96,1,285.05
CR00015,Leadership Essentials,Business,Beginner,TC00004,Kristi Scott,1.96,1,285.05
CR00015,Leadership Essentials,Business,Beginner,TC00008,Steven Walker,1.96,3,855.1500000000001
CR00015,Leadership Essentials,Business,Beginner,TC00011,Carol Edwards,1.96,2,570.1
CR00015,Leadership Essentials,Business,Beginner,TC00012,Christopher Nelson,1.96,1,285.05
CR00015,Leadership Essentials,Business,Beginner,TC00018,Kari Pierce,1.96,1,285.05
CR00015,Leadership Essentials,Business,Beginner,TC00028,Timothy Bailey,1.96,27,7696.35
CR00015,Leadership Essentials,Business,Beginner,TC00033,Wesley Garcia,1.96,1,285.05
CR00015,Leadership Essentials,Business,Beginner,TC00037,Debra Escobar,1.96,1,285.05
CR00015,Leadership Essentials,Business,Beginner,TC00040,Kimberly Miller,1.9600000000000002,40,11402.0
CR00015,Leadership Essentials,Business,Beginner,TC00042,Yolanda Levine,1.96,68,19383.4
CR00015,Leadership Essentials,Business,Beginner,TC00046,Brent Walters,1.96,1,285.05
CR00015,Leadership Essentials,Business,Beginner,TC00052,Susan Johnson,1.96,12,3420.6000000000004
CR00015,Leadership Essentials,Business,Beginner,TC00053,Aaron Kirby,1.96,1,285.05
CR00015,Leadership Essentials,Business,Beginner,TC00054,Shelby Patrick,1.96,2,570.1
CR00015,Leadership Essentials,Business,Beginner,TC00055,Alison Wilson,1.96,2,570.1
CR00015,Leadership Essentials,Business,Beginner,TC00056,Alexis Everett,1.96,1,285.05
CR00015,Leadership Essentials,Business,Beginner,TC00058,Andrew Anderson,1.96,2,570.1
CR00015,Leadership Essentials,Business,Beginner,TC00059,Noah Stewart,1.96,1,285.05
CR00016,Digital Marketing,Marketing,Intermediate,TC00001,Leonard Montgomery,4.72,1,0.0
CR00016,Digital Marketing,Marketing,Intermediate,TC00003,Amber Torres,4.72,1,0.0
CR00016,Digital Marketing,Marketing,Intermediate,TC00005,David Williams,4.72,2,0.0
CR00016,Digital Marketing,Marketing,Intermediate,TC00006,Rebecca Webb,4.72,1,0.0
CR00016,Digital Marketing,Marketing,Intermediate,TC00010,Frances Sanchez,4.72,2,0.0
CR00016,Digital Marketing,Marketing,Intermediate,TC00013,Brian Carrillo,4.72,1,0.0
